,label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
926,0,0.0,0.0003813882532418001,0.008631902565921721,0.1839080459770115,0.0,0.0,0.0,0.5283363802559415,0.05499379102359411,0.0,0.0,0.0,0.02077922077922078,0,10,766,1002,20,3,813,2,0,194,576,843,12,2,218,866,2,222,123,1,19,5,8,573,19,356
1876,0,0.0,0.0001271294177472667,0.0,0.0,0.028499381904325684,0.03686934023285899,0.026537997587454763,0.0,0.017562533262373604,0.0,0.02702702702702703,0.0,0.0,0,66,524,176,11,3,1012,2,1,10,822,489,160,13,152,817,4,88,123,1,575,3,1,547,19,356
1355,1,0.021052631578947368,0.0002542588354945334,0.00011824524062906468,0.034482758620689655,0.0003260393118698995,0.00215610176800345,0.04402895054282267,0.027422303473491772,0.017562533262373604,0.25,0.21621621621621623,0.08163265306122448,0.003896103896103896,26,71,816,945,1,6,505,2,1,182,377,749,693,13,237,693,6,129,123,1,1032,2,0,695,19,356
464,0,0.0,0.0020340706839562673,0.000354735721887194,0.04597701149425287,0.011834931516969313,0.0038809831824062097,0.0006031363088057901,0.012797074954296161,0.0031931878658861094,0.0,0.02702702702702703,0.0,0.005194805194805195,26,244,1040,466,1,4,210,2,1,172,469,836,812,2,508,21,7,426,123,1,275,2,0,206,19,356
1134,1,0.10526315789473684,0.0008899059242308669,0.0024831500532103584,0.3103448275862069,9.850130267972794e-07,0.0008624407072013799,0.006634499396863691,0.05850091407678245,0.005676778428241973,0.25,0.05405405405405406,0.0,0.005194805194805195,43,186,686,87,1,0,60,2,1,698,269,950,420,2,35,575,8,215,64,3,853,2,2,196,0,448
628,0,0.0,0.0007627765064836002,0.0013006976469197116,0.04597701149425287,0.03261476633028472,0.00474342388960759,0.0,0.007312614259597806,0.0010643959552953698,0.0,0.0,0.0,0.005194805194805195,0,12,797,491,1,4,169,2,1,194,590,351,764,3,710,862,5,188,22,2,360,2,0,121,27,117
1445,1,0.07368421052631578,0.0002542588354945334,0.0013006976469197116,0.08045977011494253,1.477519540195919e-05,0.00043122035360068997,0.046441495778045835,0.010968921389396709,0.038140855064750755,0.5,0.32432432432432434,0.08163265306122448,0.0025974025974025974,33,149,1240,48,11,3,306,2,1,433,707,287,412,2,549,179,6,72,187,3,567,2,0,92,0,153
1738,0,0.010526315789473684,0.05212306127637935,0.000354735721887194,0.28735632183908044,0.00010145634176011978,0.014661492022423459,0.004221954161640531,0.08592321755027423,0.16657796700372537,0.25,0.16216216216216217,0.0,0.08571428571428572,56,11,633,872,1,3,506,5,1,523,820,760,515,13,80,216,8,309,22,3,1062,2,1,531,3,538
171,0,0.0,0.0001271294177472667,0.0015371881281778408,0.05747126436781609,0.0004659111616751132,0.0,0.0,0.04570383912248629,0.0044349831470640415,0.0,0.0,0.0,0.015584415584415584,0,139,345,805,1,5,632,2,1,194,334,1038,732,13,205,1097,5,345,22,0,435,5,8,52,27,194
1542,0,0.010526315789473684,0.0017798118484617339,0.0004729809625162587,0.04597701149425287,0.00016942224060913206,0.001509271237602415,0.0012062726176115801,0.03290676416819013,0.0031931878658861094,0.25,0.05405405405405406,0.0,0.005194805194805195,0,151,446,320,1,5,642,2,1,12,264,652,540,13,61,249,0,13,123,1,943,2,1,406,19,356
248,0,0.010526315789473684,0.024408848207475208,0.0,0.0,0.0011485251892456277,0.0008624407072013799,0.008443908323281062,0.007312614259597806,0.011353556856483945,0.0,0.13513513513513514,0.0,0.0,75,154,1070,819,7,3,735,17,1,345,478,1078,490,3,424,621,8,1,123,1,1,2,2,162,19,356
1314,0,0.0,0.0005085176709890668,0.0005912262031453234,0.034482758620689655,0.0,0.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,0.003896103896103896,0,125,20,819,1,6,1044,2,0,194,171,679,435,13,584,244,2,175,123,1,1094,2,8,162,19,356
238,0,0.021052631578947368,0.337020086448004,0.0,0.011494252873563218,0.00031421915554833216,0.0019404915912031048,0.00180940892641737,0.04204753199268738,0.004789781798829164,0.5,0.08108108108108109,0.0,0.0012987012987012987,33,74,1070,819,1,6,1049,2,1,194,331,1078,100,9,398,621,0,387,123,1,1,5,3,162,19,356
982,0,0.0,0.0006356470887363335,0.0009459619250325174,0.09195402298850575,0.0355195697463099,0.08063820612332902,0.004221954161640531,0.04204753199268738,0.030690083377683166,0.0,0.02702702702702703,0.0,0.01038961038961039,0,74,1070,819,1,5,938,2,1,194,30,1078,496,9,398,621,0,387,123,1,1,3,0,162,19,356
154,0,0.0,0.0001271294177472667,0.0024831500532103584,0.011494252873563218,8.569613333136331e-05,0.0,0.0,0.04021937842778794,0.126663118680149,0.0,0.0,0.0,0.0012987012987012987,33,37,147,235,1,3,897,2,1,194,594,78,486,2,48,1028,5,285,25,2,1022,3,8,509,17,102
21,0,0.0,0.0003813882532418001,0.009459619250325174,0.0,0.0018203040735213724,0.06188012074169901,0.0006031363088057901,0.007312614259597806,0.008160368990597836,0.0,0.02702702702702703,0.0,0.005194805194805195,0,12,112,90,1,3,938,2,1,194,30,1015,496,2,185,103,7,188,124,2,1045,2,0,592,27,386
442,0,0.021052631578947368,0.0005085176709890668,0.0005912262031453234,0.13793103448275862,2.6595351723526543e-05,0.00215610176800345,0.0012062726176115801,0.0603290676416819,0.005854177754124534,0.5,0.05405405405405406,0.0,0.012987012987012988,53,126,230,926,11,3,1105,5,1,534,631,909,487,3,445,1134,0,510,22,2,242,2,2,553,27,352
1731,1,0.021052631578947368,0.0005085176709890668,0.0009459619250325174,0.3333333333333333,0.0005437271907920982,0.007977576541612765,0.0012062726176115801,0.06398537477148081,0.006563775057654781,0.25,0.02702702702702703,0.0,0.03766233766233766,48,5,918,396,1,3,906,2,1,897,459,168,144,2,796,1104,4,230,123,1,386,3,3,653,19,356
1484,1,0.031578947368421054,0.009916094584286803,0.0008277166844034528,0.08045977011494253,0.0,0.0,0.007840772014475271,0.012797074954296161,0.0328188752882739,0.25,0.21621621621621623,0.0,0.0,33,51,250,270,1,3,1052,2,1,208,807,837,742,2,637,78,8,495,123,1,413,3,2,490,19,356
511,0,0.0,0.0005085176709890668,0.0016554333688069056,0.27586206896551724,0.0021098979033997724,0.00603708495040966,0.00542822677925211,0.04570383912248629,0.004612382472946603,0.0,0.08108108108108109,0.0,0.03116883116883117,26,134,1164,501,9,6,297,2,1,208,606,650,721,2,749,682,8,425,22,0,821,2,3,335,7,220
726,0,0.0,0.004830917874396134,0.0035473572188719402,0.022988505747126436,0.0,0.0,0.0,0.003656307129798903,0.0003547986517651233,0.0,0.0,0.0,0.0025974025974025974,56,126,613,651,1,1,69,2,0,194,452,1218,336,13,250,915,2,510,22,3,755,2,8,131,27,468
1585,0,0.031578947368421054,0.0003813882532418001,0.000709471443774388,0.13793103448275862,5.8115768581039485e-05,0.00258732212160414,0.012062726176115802,0.08957952468007313,0.13003370587191768,0.5,0.40540540540540543,0.0,0.015584415584415584,24,12,615,114,29,3,32,11,1,508,660,824,354,8,469,1111,8,188,64,2,304,2,0,245,27,427
1612,0,0.0,0.0003813882532418001,0.000709471443774388,0.011494252873563218,2.3640312643134706e-05,0.0,0.0,0.0018281535648994515,0.00017739932588256165,0.0,0.0,0.0,0.0012987012987012987,0,91,1108,971,11,3,1040,5,1,608,93,1143,181,0,697,966,8,404,26,2,608,2,0,623,17,124
1311,0,0.010526315789473684,0.0006356470887363335,0.00023649048125812936,0.034482758620689655,9.850130267972794e-07,0.00129366106080207,0.0006031363088057901,0.005484460694698354,0.0005321979776476849,0.25,0.02702702702702703,0.0,0.003896103896103896,0,51,1202,853,1,3,1004,2,1,580,199,419,647,3,13,964,7,204,123,1,187,2,11,405,19,356
225,0,0.0,0.0005085176709890668,0.0011824524062906468,0.08045977011494253,0.0015415453869377423,0.031263475636050024,0.060916767189384796,0.027422303473491772,0.047897817988291645,0.0,0.40540540540540543,0.0,0.00909090909090909,5,37,656,322,1,4,464,2,1,7,316,791,355,2,48,380,6,285,114,3,1105,2,2,313,8,272
1674,1,0.0,0.0002542588354945334,0.000354735721887194,0.08045977011494253,0.003109686125599011,0.0,0.0,0.016453382084095063,0.013659748092957247,0.0,0.0,0.0,0.00909090909090909,26,13,892,872,1,3,314,5,1,381,699,780,290,2,596,641,7,106,123,1,1002,2,2,531,19,356
405,1,0.0,0.0001271294177472667,0.0,0.0,0.00789980447491418,0.00560586459680897,0.00361881785283474,0.0,0.014191946070604932,0.0,0.05405405405405406,0.0,0.0,43,184,1183,609,1,2,421,5,1,194,587,878,629,2,293,76,8,234,18,3,1013,2,0,511,23,22
791,0,0.010526315789473684,0.016018306636155607,0.0,0.022988505747126436,3.940052107189118e-05,0.011858559724018974,0.0006031363088057901,0.003656307129798903,0.0003547986517651233,0.25,0.02702702702702703,0.0,0.0025974025974025974,33,42,798,399,1,3,385,2,1,194,636,706,113,13,184,857,7,484,123,1,340,2,0,436,19,356
386,0,0.0,0.0001271294177472667,0.0,0.0,0.008566658294055939,0.07783527382492454,0.00542822677925211,0.0,0.017562533262373604,0.0,0.02702702702702703,0.0,0.0,26,74,1070,819,11,3,889,17,1,194,211,1078,532,3,574,621,8,50,123,1,1,5,1,162,19,356
1536,0,0.031578947368421054,0.0027968471904398677,0.0,0.034482758620689655,0.0007899804474914181,0.000646830530401035,0.00180940892641737,0.005484460694698354,0.0005321979776476849,0.25,0.02702702702702703,0.0,0.003896103896103896,0,224,873,408,1,3,539,2,1,479,23,1188,289,13,180,464,0,377,123,1,559,2,1,697,19,356
415,0,0.0,0.0002542588354945334,0.000709471443774388,0.09195402298850575,0.04112626389484001,0.0,0.0,0.018281535648994516,0.0003547986517651233,0.0,0.0,0.0,0.011688311688311689,0,89,1107,237,1,5,22,2,1,682,184,360,286,3,704,643,8,482,123,1,995,2,7,126,19,356
1818,0,0.010526315789473684,0.0001271294177472667,0.0017736786094359701,0.09195402298850575,9.160621149214699e-05,0.006252695127210005,0.015681544028950542,0.031078610603290677,0.11353556856483946,0.25,0.43243243243243246,0.0,0.03766233766233766,40,131,72,420,6,1,846,21,1,82,188,648,62,13,527,600,8,392,174,2,241,2,7,190,1,119
173,0,0.0,0.0005085176709890668,0.00023649048125812936,0.1839080459770115,0.31396108213531126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,43,210,1171,294,1,5,591,2,0,705,149,888,397,2,315,89,1,101,123,1,516,2,1,407,19,356
1205,0,0.031578947368421054,0.0001271294177472667,0.03618304363249379,0.09195402298850575,0.0003752899632097635,0.014014661492022424,0.00180940892641737,0.07312614259597806,0.007805570338832712,0.25,0.02702702702702703,0.0,0.05714285714285714,33,120,469,136,1,3,869,2,1,217,387,1021,605,19,572,1087,0,490,173,3,1079,2,0,337,22,167
1024,0,0.010526315789473684,0.003686753114670735,0.0,0.022988505747126436,0.00031323414252153485,0.00258732212160414,0.0006031363088057901,0.02376599634369287,0.0021287919105907396,0.25,0.02702702702702703,0.0,0.0025974025974025974,53,223,839,677,1,4,691,19,1,194,758,764,701,2,369,743,7,162,123,1,784,2,0,479,19,356
1131,1,0.031578947368421054,0.0038138825324180014,0.0004729809625162587,0.11494252873563218,0.0,0.0,0.0048250904704463205,0.003656307129798903,0.010289160901188575,0.5,0.08108108108108109,0.01020408163265306,0.0,27,149,16,717,1,3,349,37,1,433,707,1173,412,2,549,327,8,72,69,3,771,2,0,407,0,467
355,0,0.0,0.004703788456648868,0.0004729809625162587,0.022988505747126436,0.13118895997399566,0.0,0.0,0.009140767824497258,0.0003547986517651233,0.0,0.0,0.0,0.005194805194805195,0,230,649,735,11,3,312,2,0,689,924,731,484,13,295,431,8,147,26,3,552,3,10,318,7,14
1836,0,0.0,0.0002542588354945334,0.0,0.0,0.006433120078013032,0.004959034066407935,0.0012062726176115801,0.003656307129798903,0.0003547986517651233,0.0,0.02702702702702703,0.0,0.0,43,183,442,891,1,6,972,2,1,81,843,1160,23,3,529,527,0,153,123,1,1059,2,1,547,19,356
1544,0,0.0,0.0007627765064836002,0.09246777817192858,0.3908045977011494,0.0,0.0,0.0,1.0,0.11992194429661167,0.0,0.0,0.0,1.0,0,125,20,819,0,5,813,2,0,194,576,679,12,13,79,244,2,0,123,1,1094,2,8,162,19,356
381,0,0.0,0.0025425883549453337,0.0,0.04597701149425287,0.0030239899922676478,0.0,0.0,0.0,0.010998758204718823,0.0,0.0,0.0,0.005194805194805195,0,220,229,152,11,6,399,2,1,331,46,171,814,3,220,564,1,133,123,1,453,2,0,431,19,356
1104,0,0.0,0.005720823798627001,0.00011824524062906468,0.011494252873563218,0.001378033224489394,0.00301854247520483,0.0006031363088057901,0.025594149908592323,0.002483590562355863,0.0,0.02702702702702703,0.0,0.0012987012987012987,0,247,286,996,11,4,1146,2,1,223,873,497,307,2,247,591,7,144,115,2,311,2,0,59,27,326
790,0,0.0,0.002669717772692601,0.00011824524062906468,0.011494252873563218,0.0017543082007259547,0.02328589909443726,0.00361881785283474,0.031078610603290677,0.02252971438708533,0.0,0.02702702702702703,0.0,0.0012987012987012987,40,161,709,523,1,3,875,2,1,194,276,558,11,13,211,335,8,385,123,1,806,2,0,531,19,356
1985,0,0.031578947368421054,0.0005085176709890668,0.000354735721887194,0.1839080459770115,7.092093792940412e-05,0.0036653730056058647,0.00180940892641737,0.012797074954296161,0.003015788540003548,0.25,0.02702702702702703,0.0,0.02207792207792208,0,51,533,0,11,3,780,17,1,493,84,634,233,13,81,1117,0,73,123,1,938,2,2,543,19,356
1388,0,0.0,0.0011441647597254002,0.0,0.0,0.13199864068202302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,42,358,978,11,5,1033,17,0,644,360,276,148,2,85,615,8,240,123,1,986,2,1,436,19,356
354,0,0.0,0.0002542588354945334,0.00011824524062906468,0.0,0.008885802514738257,0.00948684777921518,0.0012062726176115801,0.0,0.0021287919105907396,0.0,0.02702702702702703,0.0,0.0,0,125,20,819,1,3,723,2,1,491,613,679,753,2,219,244,0,175,123,1,1094,2,1,162,19,356
616,1,0.0,0.012840071192473938,0.0,0.0,0.0029412488980166763,0.00129366106080207,0.00542822677925211,0.0,0.005854177754124534,0.0,0.05405405405405406,0.0,0.0,33,239,1172,503,1,6,1026,2,1,778,613,185,753,2,647,583,8,454,123,1,210,5,1,248,19,356
1892,0,0.0,0.0006356470887363335,0.002837885775097552,0.4942528735632184,0.0,0.0,0.0,0.10054844606946983,0.009224764945893206,0.0,0.0,0.0,0.06753246753246753,0,125,20,819,1,3,813,2,0,194,576,679,12,13,79,244,2,0,123,1,1094,2,8,162,19,356
882,0,0.0,0.0003813882532418001,0.00011824524062906468,0.0,0.0032278876888146846,0.0,0.0,0.03473491773308958,0.0003547986517651233,0.0,0.0,0.02040816326530612,0.0,56,215,633,872,11,5,1014,2,1,319,439,760,488,13,536,216,3,89,123,1,1062,2,1,531,19,356
201,0,0.0,0.0022883295194508005,0.012533995506680856,0.08045977011494253,0.0100294026388499,0.0,0.0,0.0603290676416819,0.0012417952811779316,0.0,0.0,0.0,0.02207792207792208,0,10,853,403,7,3,929,17,1,194,522,916,105,2,94,854,5,280,123,1,909,2,2,712,19,356
1028,1,0.0,0.0002542588354945334,0.00011824524062906468,0.011494252873563218,0.041319326448092275,0.01250539025442001,0.0,0.0018281535648994515,0.008337768316480398,0.0,0.0,0.0,0.0012987012987012987,33,144,839,677,1,4,768,5,1,209,700,764,822,2,708,743,8,164,123,1,784,2,0,479,19,356
36,0,0.0,0.0003813882532418001,0.0,0.0,0.022906477938170734,0.0,0.0,0.0018281535648994515,0.012950150789427,0.0,0.0,0.0,0.0,37,215,907,872,1,3,473,5,1,194,633,1084,175,13,536,77,5,89,123,1,584,2,0,531,19,356
1093,1,0.0,0.01195016526824307,0.002128414331323164,0.16091954022988506,0.004172515181513276,0.010996119016817595,0.0030156815440289505,0.016453382084095063,0.013304949441192123,0.0,0.02702702702702703,0.0,0.01818181818181818,0,126,1245,555,11,3,4,2,1,452,323,1237,292,2,757,195,8,2,22,0,902,2,0,66,27,410
1847,0,0.0,0.011695906432748537,0.000354735721887194,0.06896551724137931,0.019854907581152763,0.0,0.0,0.005484460694698354,0.0010643959552953698,0.0,0.0,0.0,0.007792207792207792,75,22,671,981,11,3,563,17,1,194,313,754,773,13,171,509,8,331,123,1,883,2,0,647,19,356
230,0,0.14736842105263157,0.0011441647597254002,0.0,0.27586206896551724,3.7430495018296616e-05,0.005390254420008625,0.07177322074788901,0.08592321755027423,0.21163739577789603,0.5,0.32432432432432434,0.02040816326530612,0.02987012987012987,9,94,1119,426,11,6,162,2,1,608,93,813,181,8,306,700,6,131,123,1,739,2,2,509,19,356
42,0,0.0,0.0003813882532418001,0.002128414331323164,0.05747126436781609,0.0016577769240998213,0.0172488141440276,0.022919179734620022,0.009140767824497258,0.016852935958843355,0.0,0.13513513513513514,0.0,0.006493506493506494,0,12,882,555,1,4,206,2,1,673,590,1052,764,3,714,912,4,208,163,2,471,2,0,66,27,405
37,0,0.06315789473684211,0.0001271294177472667,0.0,0.0,0.0009012869195195107,0.0086244070720138,0.015681544028950542,0.0603290676416819,0.012772751463544438,0.25,0.08108108108108109,0.0,0.0,48,77,757,216,1,5,194,2,1,868,430,2,103,13,720,366,8,388,22,2,565,5,7,453,0,142
1385,0,0.17894736842105263,0.017543859649122806,0.003310866737613811,0.1839080459770115,6.895091187580956e-05,0.02026735661923243,0.010253317249698432,0.029250457038391225,0.0028383892141209863,0.25,0.02702702702702703,0.0,0.02077922077922078,26,17,443,295,1,3,1082,17,1,194,672,933,232,2,93,781,8,428,123,1,15,2,2,22,19,356
647,0,0.0,0.0002542588354945334,0.0015371881281778408,0.022988505747126436,0.024176159729712425,0.0,0.0,0.003656307129798903,0.0003547986517651233,0.0,0.0,0.0,0.0025974025974025974,0,13,907,872,1,3,794,2,1,194,200,1084,733,13,411,77,7,503,123,1,584,2,0,531,19,356
1194,0,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,51,131,942,9,3,633,2,0,194,872,543,345,13,109,691,2,353,123,1,227,2,0,262,19,356
898,1,0.0,0.0002542588354945334,0.0,0.0,0.00415281492097733,0.0,0.006634499396863691,0.0,0.0,0.0,0.13513513513513514,0.0,0.0,0,12,374,873,1,4,851,2,1,520,180,926,314,2,185,122,8,188,3,3,1157,2,0,228,27,198
410,0,0.042105263157894736,0.0003813882532418001,0.0005912262031453234,0.034482758620689655,1.3790182375161912e-05,0.0017248814144027599,0.0030156815440289505,0.003656307129798903,0.0005321979776476849,0.25,0.05405405405405406,0.0,0.003896103896103896,0,97,839,677,1,0,1026,34,1,781,613,764,753,14,499,743,8,445,123,1,784,2,0,479,19,356
90,1,0.0,0.016399694889397406,0.00023649048125812936,0.26436781609195403,0.015599651305388514,0.004959034066407935,0.0024125452352231603,0.043875685557586835,0.004080184495298918,0.0,0.02702702702702703,0.0,0.02987012987012987,33,209,1123,626,1,6,1070,2,1,697,229,199,342,2,89,702,8,432,21,0,74,2,10,545,0,310
1744,0,0.0,0.0015255530129672005,0.0,0.0,0.018295631959732668,0.0,0.0,0.014625228519195612,0.0,0.0,0.0,0.0,0.003896103896103896,0,102,1082,83,1,3,460,11,1,861,770,223,821,2,453,393,7,85,123,1,467,2,0,665,19,356
649,0,0.0,0.0008899059242308669,0.0,0.0,0.006159286456563389,0.01811125485122898,0.0012062726176115801,0.03656307129798903,0.012595352137661877,0.0,0.02702702702702703,0.0,0.0,0,84,1169,1021,1,4,380,2,1,194,198,193,55,13,283,1070,0,340,123,1,574,2,0,111,19,356
1586,1,0.042105263157894736,0.024408848207475208,0.0,0.0,1.970026053594559e-06,0.0,0.0024125452352231603,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,43,224,919,796,9,5,440,11,1,94,502,1109,12,2,628,1035,8,377,123,1,126,2,0,697,19,356
1975,0,0.0,0.0002542588354945334,0.0009459619250325174,0.011494252873563218,0.004829518870387061,0.04764984907287624,0.00723763570566948,0.07495429616087751,0.01827213056590385,0.0,0.08108108108108109,0.01020408163265306,0.033766233766233764,33,13,907,872,1,3,767,2,1,194,396,1084,820,13,411,77,4,503,123,1,584,2,0,531,19,356
1735,0,0.0,0.0011441647597254002,0.0011824524062906468,0.022988505747126436,0.00588348280906015,0.07848210435532557,0.0012062726176115801,0.02010968921389397,0.017739932588256166,0.0,0.02702702702702703,0.0,0.0025974025974025974,0,186,837,87,1,3,309,1,1,897,255,869,488,2,35,865,0,215,64,3,53,2,1,196,0,448
32,0,0.010526315789473684,0.0002542588354945334,0.00011824524062906468,0.0,0.0014056135892397178,0.000646830530401035,0.009650180940892641,0.02010968921389397,0.008869966294128083,0.0,0.05405405405405406,0.01020408163265306,0.0,0,32,516,167,11,3,306,2,1,48,707,1193,412,2,126,70,4,373,123,1,489,2,0,106,19,356
193,0,0.0,0.011695906432748537,0.0,0.05747126436781609,2.3640312643134706e-05,0.0,0.0,0.009140767824497258,0.0008869966294128083,0.0,0.0,0.0,0.006493506493506494,0,251,1070,819,6,0,690,2,1,830,865,1078,241,19,645,621,1,4,123,1,1,2,3,162,19,356
54,0,0.0,0.007246376811594202,0.0018919238500650349,0.08045977011494253,0.001670582093448186,0.015523932729624839,0.0012062726176115801,0.012797074954296161,0.016852935958843355,0.0,0.05405405405405406,0.0,0.00909090909090909,27,132,5,75,1,3,805,17,1,898,634,1186,457,3,179,737,8,190,98,2,793,2,2,717,29,374
522,0,0.0,0.0003813882532418001,0.00023649048125812936,0.5862068965517241,0.0014519092014991899,0.0,0.0,0.08957952468007313,0.018804328543551536,0.0,0.0,0.0,0.06623376623376623,33,13,20,819,1,3,54,38,1,194,577,679,815,2,365,244,5,114,123,1,1094,2,8,162,19,356
